x	=	0		W_x	=	0.0144483
x	=	0		W_x	=	0.0144483
x	=	0.0102566		W_x	=	0.0247049
x	=	0.0210579		W_x	=	0.0355062
x	=	0.0318592		W_x	=	0.0463075
x	=	0.0534377		W_x	=	0.0678857
x	=	0.0647621		W_x	=	0.0792098
x	=	0.0766345		W_x	=	0.091082
x	=	0.0885106		W_x	=	0.102958
x	=	0.100385		W_x	=	0.114832
x	=	0.112795		W_x	=	0.127242
x	=	0.125204		W_x	=	0.139651
x	=	0.150024		W_x	=	0.16447
x	=	0.162973		W_x	=	0.17742
x	=	0.175923		W_x	=	0.190369
x	=	0.188872		W_x	=	0.203318
x	=	0.202361		W_x	=	0.216807
x	=	0.21585		W_x	=	0.230296
x	=	0.229339		W_x	=	0.243784
x	=	0.257396		W_x	=	0.271841
x	=	0.271424		W_x	=	0.285869
x	=	0.285992		W_x	=	0.300437
x	=	0.300561		W_x	=	0.315005
x	=	0.315129		W_x	=	0.329573
x	=	0.330238		W_x	=	0.344682
x	=	0.345347		W_x	=	0.367433
x	=	0.376641		W_x	=	0.414729
x	=	0.392287		W_x	=	0.43038
x	=	0.408477		W_x	=	0.446575
x	=	0.424662		W_x	=	0.462764
x	=	0.441392		W_x	=	0.479499
x	=	0.458104		W_x	=	0.496216
x	=	0.474816		W_x	=	0.512934
x	=	0.509348		W_x	=	0.547475
x	=	0.526614		W_x	=	0.564747
x	=	0.543881		W_x	=	0.582018
x	=	0.561677		W_x	=	0.59982
x	=	0.579484		W_x	=	0.618094
x	=	0.597828		W_x	=	0.637901
x	=	0.61618		W_x	=	0.65636
x	=	0.635065		W_x	=	0.675254
x	=	0.653949		W_x	=	0.694147
x	=	0.672834		W_x	=	0.713041
x	=	0.692259		W_x	=	0.732475
x	=	0.712221		W_x	=	0.752447
x	=	0.732183		W_x	=	0.772419
x	=	0.772111		W_x	=	0.812365
x	=	0.792083		W_x	=	0.832347
x	=	0.812579		W_x	=	0.84755
x	=	0.833081		W_x	=	0.860377
x	=	0.853586		W_x	=	0.880892
x	=	0.874088		W_x	=	0.901404
x	=	0.89459		W_x	=	0.921916
x	=	0.935597		W_x	=	0.962943
x	=	0.956101		W_x	=	0.983456
x	=	0.976609		W_x	=	1.00398
前进1						
x	=	1.01761		W_x	=	1.32099
x	=	1.28417		W_x	=	1.34655
x	=	1.30463		W_x	=	1.36703
x	=	1.32513		W_x	=	1.38754
x	=	1.34562		W_x	=	1.40805
x	=	1.36612		W_x	=	1.42857
x	=	1.40711		W_x	=	1.46959
x	=	1.4276		W_x	=	1.4901
x	=	1.44809		W_x	=	1.51062
x	=	1.4686		W_x	=	1.52627
x	=	1.4891		W_x	=	1.53512
x	=	1.50959		W_x	=	1.55563
x	=	1.53009		W_x	=	1.57615
x	=	1.57108		W_x	=	1.61717
x	=	1.59156		W_x	=	1.63766
x	=	1.61205		W_x	=	1.65818
x	=	1.63255		W_x	=	1.67869
x	=	1.65304		W_x	=	1.6992
x	=	1.67353		W_x	=	1.71971
x	=	1.69402		W_x	=	1.73438
x	=	1.71451		W_x	=	1.75212
x	=	1.73499		W_x	=	1.77263
x	=	1.75547		W_x	=	1.79314
x	=	1.77596		W_x	=	1.81366
x	=	1.79644		W_x	=	1.83417
x	=	1.81692		W_x	=	1.85468
x	=	1.85788		W_x	=	1.8957
x	=	1.87836		W_x	=	1.91622
x	=	1.89885		W_x	=	1.93037
x	=	1.91933		W_x	=	1.94147
x	=	1.93981		W_x	=	1.96198
x	=	1.9603		W_x	=	1.98249
x	=	1.98078		W_x	=	2.003
x	=	2.02174		W_x	=	2.04401
x	=	2.04222		W_x	=	2.06453
x	=	2.0627		W_x	=	2.08503
x	=	2.08319		W_x	=	2.10555
x	=	2.10367		W_x	=	2.12604
x	=	2.12414		W_x	=	2.14642
x	=	2.14462		W_x	=	2.16689
x	=	2.18558		W_x	=	2.20791
x	=	2.20606		W_x	=	2.22841
x	=	2.22655		W_x	=	2.24892
x	=	2.24703		W_x	=	2.26943
x	=	2.26751		W_x	=	2.28995
x	=	2.28799		W_x	=	2.31045
x	=	2.30847		W_x	=	2.33096
x	=	2.34943		W_x	=	2.36468
x	=	2.36991		W_x	=	2.37923
x	=	2.39039		W_x	=	2.39974
x	=	2.41086		W_x	=	2.42024
x	=	2.43134		W_x	=	2.44075
x	=	2.45181		W_x	=	2.46126
x	=	2.47229		W_x	=	2.48177
x	=	2.51324		W_x	=	2.52279
x	=	2.53372		W_x	=	2.5433
x	=	2.55419		W_x	=	2.56126
x	=	2.57467		W_x	=	2.57373
x	=	2.59514		W_x	=	2.59424
x	=	2.61563		W_x	=	2.61475
x	=	2.63611		W_x	=	2.63527
x	=	2.67706		W_x	=	2.67628
x	=	2.69753		W_x	=	2.69679
x	=	2.71801		W_x	=	2.7173
x	=	2.73849		W_x	=	2.73781
x	=	2.75896		W_x	=	2.7583
x	=	2.77944		W_x	=	2.77174
