section	Arc	ahead														
section	amcl_linear_Y_ahead															
W_X111	11.3838	W_Y	-0.0290529		A		-175.158	All_adjust1		-0.05	flag_plus	0	OX	11.803	O_Y	0.0320361
W_X111	11.358	W_Y	-0.0316212		A		-175.239	All_adjust1		-0.0165045	flag_plus	0	OX	11.5091	O_Y	0.00178013
W_X111	11.3335	W_Y	-0.033663		A		-175.239	All_adjust1		-0.0250521	flag_plus	0	OX	11.4846	O_Y	-0.000672129
W_X111	11.309	W_Y	-0.0357061		A		-175.239	All_adjust1		-0.0265677	flag_plus	0	OX	11.4601	O_Y	-0.00312593
W_X111	11.2845	W_Y	-0.037749		A		-175.591	All_adjust1		-0.0279974	flag_plus	0	OX	11.4357	O_Y	-0.00557953
W_X111	11.2583	W_Y	-0.0397674		A		-175.591	All_adjust1		-0.0293874	flag_plus	0	OX	11.4095	O_Y	-0.00803621
W_X111	11.2321	W_Y	-0.0417858		A		-175.591	All_adjust1		-0.0308042	flag_plus	0	OX	11.3834	O_Y	-0.0104929
W_X111	11.1776	W_Y	-0.045991		A		-176.642	All_adjust1		-0.0357816	flag_plus	0	OX	11.3289	O_Y	-0.0156112
W_X111	11.1503	W_Y	-0.0481434		A		-176.816	All_adjust1		-0.0350292	flag_plus	0	OX	11.3011	O_Y	-0.0177119
W_X111	11.1253	W_Y	-0.0529775		A		-177.007	All_adjust1		-0.0412356	flag_plus	0	OX	11.2727	O_Y	-0.0197593
W_X111	11.0965	W_Y	-0.0551791		A		-177.302	All_adjust1		-0.0398994	flag_plus	0	OX	11.2432	O_Y	-0.0217362
W_X111	11.0653	W_Y	-0.0566468		A		-177.511	All_adjust1		-0.0406655	flag_plus	0	OX	11.2121	O_Y	-0.0236519
W_X111	11.0331	W_Y	-0.0580482		A		-177.95	All_adjust1		-0.0417022	flag_plus	0	OX	11.1799	O_Y	-0.0255171
W_X111	11.0008	W_Y	-0.0592027		A		-178.389	All_adjust1		-0.0422914	flag_plus	0	OX	11.1477	O_Y	-0.0271356
W_X111	10.9352	W_Y	-0.0610486		A		-179.315	All_adjust1		-0.0442661	flag_plus	0	OX	11.0821	O_Y	-0.0299255
W_X111	10.9018	W_Y	-0.0614474		A		-179.568	All_adjust1		-0.0430887	flag_plus	0	OX	11.0487	O_Y	-0.0308045
W_X111	10.8674	W_Y	-0.0617072		A		-179.883	All_adjust1		-0.0433728	flag_plus	0	OX	11.0143	O_Y	-0.03156
W_X111	10.8333	W_Y	-0.0626653		A		179.823	All_adjust1		-0.0447153	flag_plus	0	OX	10.9793	O_Y	-0.0321354
W_X111	10.7986	W_Y	-0.0628872		A		179.458	All_adjust1		-0.0440741	flag_plus	0	OX	10.9443	O_Y	-0.032541
W_X111	10.7614	W_Y	-0.0625357		A		178.89	All_adjust1		-0.0434126	flag_plus	0	OX	10.9071	O_Y	-0.0327396
W_X111	10.7242	W_Y	-0.0618152		A		178.321	All_adjust1		-0.0426568	flag_plus	0	OX	10.8699	O_Y	-0.0325691
W_X111	10.6488	W_Y	-0.0596038		A		177.407	All_adjust1		-0.0397814	flag_plus	0	OX	10.7944	O_Y	-0.031474
W_X111	10.61	W_Y	-0.0578466		A		176.907	All_adjust1		-0.0392122	flag_plus	0	OX	10.7556	O_Y	-0.0302908
W_X111	10.5707	W_Y	-0.0558859		A		176.473	All_adjust1		-0.0375779	flag_plus	0	OX	10.7162	O_Y	-0.0287474
W_X111	10.5305	W_Y	-0.0549487		A		176.102	All_adjust1		-0.0379061	flag_plus	0	OX	10.6758	O_Y	-0.0268565
