section	Arc	ahead											
section	amcl_linear_Y_ahead												
W_X	11.351	W_Y	-0.0179308	A	-176.676		All_adjust1		-0.0115405	OX	11.8692	O_Y	0.11186
W_X	11.3265	W_Y	-0.0193579	A	-176.676		All_adjust1		-0.000325849	OX	11.5516	O_Y	0.0737936
W_X	11.3019	W_Y	-0.0207849	A	-176.676		All_adjust1		-0.00334605	OX	11.5271	O_Y	0.0708981
W_X	11.2773	W_Y	-0.0222123	A	-176.676		All_adjust1		-0.00356027	OX	11.5027	O_Y	0.0680017
W_X	11.2528	W_Y	-0.0238356	A	-176.882		All_adjust1		-0.00385071	OX	11.4782	O_Y	0.065106
W_X	11.2272	W_Y	-0.0262292	A	-177.038		All_adjust1		-0.00437898	OX	11.4527	O_Y	0.0621786
W_X	11.201	W_Y	-0.0278264	A	-177.024		All_adjust1		-0.0043658	OX	11.4266	O_Y	0.059287
W_X	11.1737	W_Y	-0.0292466	A	-177.024		All_adjust1		-0.00460006	OX	11.3994	O_Y	0.0562764
W_X	11.1458	W_Y	-0.0306952	A	-177.024		All_adjust1		-0.00483834	OX	11.3717	O_Y	0.0532054
W_X	11.1163	W_Y	-0.0322291	A	-177.024		All_adjust1		-0.00508661	OX	11.3423	O_Y	0.0499538
W_X	11.0868	W_Y	-0.0337629	A	-177.024		All_adjust1		-0.00530983	OX	11.3129	O_Y	0.0467023
W_X	11.0557	W_Y	-0.0353819	A	-177.18		All_adjust1		-0.00557314	OX	11.2819	O_Y	0.0432702
W_X	11.0245	W_Y	-0.036916	A	-177.336		All_adjust1		-0.00577606	OX	11.2509	O_Y	0.0399227
W_X	10.9613	W_Y	-0.0409842	A	-176.984		All_adjust1		-0.00700127	OX	11.1878	O_Y	0.0332818
W_X	10.9286	W_Y	-0.0435039	A	-176.97		All_adjust1		-0.00680485	OX	11.1552	O_Y	0.029658
W_X	10.8953	W_Y	-0.0452677	A	-176.97		All_adjust1		-0.00701189	OX	11.1221	O_Y	0.0259739
W_X	10.8608	W_Y	-0.0470893	A	-176.97		All_adjust1		-0.00735946	OX	11.0878	O_Y	0.022169
W_X	10.8248	W_Y	-0.0489975	A	-176.97		All_adjust1		-0.00766187	OX	11.0519	O_Y	0.0181832
W_X	10.7882	W_Y	-0.0509349	A	-176.97		All_adjust1		-0.00795254	OX	11.0155	O_Y	0.0141365
