size() = 2 x = 0 y = 0 robot_pose.angle = 0
size() = 2 x = 0 y = 0 robot_pose.angle = 0
size() = 2 x = 0 y = 0 robot_pose.angle = 0
obstacle_x 0.0142587 obstacle_y -0.816876  x = 0 y = 0 get_d_a = 0.817 i = 91 robot_pose.angle = 0
obstacle_x 0.0284432 obstacle_y -0.814503  x = 0 y = 0 get_d_a = 0.815 i = 92 robot_pose.angle = 0
obstacle_x 0.0424446 obstacle_y -0.809889  x = 0 y = 0 get_d_a = 0.811 i = 93 robot_pose.angle = 0
obstacle_x 0.0564331 obstacle_y -0.807029  x = 0 y = 0 get_d_a = 0.809 i = 94 robot_pose.angle = 0
obstacle_x 0.0706834 obstacle_y -0.807914  x = 0 y = 0 get_d_a = 0.811 i = 95 robot_pose.angle = 0
obstacle_x 0.0844591 obstacle_y -0.803574  x = 0 y = 0 get_d_a = 0.808 i = 96 robot_pose.angle = 0
obstacle_x 0.0983487 obstacle_y -0.800985  x = 0 y = 0 get_d_a = 0.807 i = 97 robot_pose.angle = 0
obstacle_x 0.112313 obstacle_y -0.799146  x = 0 y = 0 get_d_a = 0.807 i = 98 robot_pose.angle = 0
obstacle_x 0.126086 obstacle_y -0.796077  x = 0 y = 0 get_d_a = 0.806 i = 99 robot_pose.angle = 0
obstacle_x 0.139961 obstacle_y -0.793755  x = 0 y = 0 get_d_a = 0.806 i = 100 robot_pose.angle = 0
obstacle_x 0.153601 obstacle_y -0.79021  x = 0 y = 0 get_d_a = 0.805 i = 101 robot_pose.angle = 0
obstacle_x 0.167577 obstacle_y -0.788387  x = 0 y = 0 get_d_a = 0.806 i = 102 robot_pose.angle = 0
obstacle_x 0.181311 obstacle_y -0.785342  x = 0 y = 0 get_d_a = 0.806 i = 103 robot_pose.angle = 0
obstacle_x 0.195231 obstacle_y -0.783029  x = 0 y = 0 get_d_a = 0.807 i = 104 robot_pose.angle = 0
obstacle_x 0.208608 obstacle_y -0.778536  x = 0 y = 0 get_d_a = 0.806 i = 105 robot_pose.angle = 0
obstacle_x 0.222715 obstacle_y -0.776699  x = 0 y = 0 get_d_a = 0.808 i = 106 robot_pose.angle = 0
obstacle_x 0.237114 obstacle_y -0.775563  x = 0 y = 0 get_d_a = 0.811 i = 107 robot_pose.angle = 0
obstacle_x 0.250922 obstacle_y -0.772258  x = 0 y = 0 get_d_a = 0.812 i = 108 robot_pose.angle = 0
obstacle_x 0.265013 obstacle_y -0.769652  x = 0 y = 0 get_d_a = 0.814 i = 109 robot_pose.angle = 0
obstacle_x 0.279089 obstacle_y -0.766789  x = 0 y = 0 get_d_a = 0.816 i = 110 robot_pose.angle = 0
obstacle_x 0.292787 obstacle_y -0.762735  x = 0 y = 0 get_d_a = 0.817 i = 111 robot_pose.angle = 0
obstacle_x 0.307927 obstacle_y -0.762145  x = 0 y = 0 get_d_a = 0.822 i = 112 robot_pose.angle = 0
obstacle_x 0.323525 obstacle_y -0.762178  x = 0 y = 0 get_d_a = 0.828 i = 113 robot_pose.angle = 0
obstacle_x 0.337998 obstacle_y -0.759156  x = 0 y = 0 get_d_a = 0.831 i = 114 robot_pose.angle = 0
obstacle_x 0.353309 obstacle_y -0.757673  x = 0 y = 0 get_d_a = 0.836 i = 115 robot_pose.angle = 0
obstacle_x 0.367355 obstacle_y -0.753189  x = 0 y = 0 get_d_a = 0.838 i = 116 robot_pose.angle = 0
obstacle_x 0.381806 obstacle_y -0.749336  x = 0 y = 0 get_d_a = 0.841 i = 117 robot_pose.angle = 0
obstacle_x 0.398112 obstacle_y -0.748739  x = 0 y = 0 get_d_a = 0.848 i = 118 robot_pose.angle = 0
obstacle_x 0.413543 obstacle_y -0.746051  x = 0 y = 0 get_d_a = 0.853 i = 119 robot_pose.angle = 0
obstacle_x 0.4265 obstacle_y -0.73872  x = 0 y = 0 get_d_a = 0.853 i = 120 robot_pose.angle = 0
obstacle_x 0.442933 obstacle_y -0.737164  x = 0 y = 0 get_d_a = 0.86 i = 121 robot_pose.angle = 0
obstacle_x 0.45944 obstacle_y -0.735258  x = 0 y = 0 get_d_a = 0.867 i = 122 robot_pose.angle = 0
obstacle_x 0.474925 obstacle_y -0.731321  x = 0 y = 0 get_d_a = 0.872 i = 123 robot_pose.angle = 0
obstacle_x 0.493208 obstacle_y -0.731211  x = 0 y = 0 get_d_a = 0.882 i = 124 robot_pose.angle = 0
obstacle_x 0.508189 obstacle_y -0.725769  x = 0 y = 0 get_d_a = 0.886 i = 125 robot_pose.angle = 0
obstacle_x 0.526656 obstacle_y -0.724879  x = 0 y = 0 get_d_a = 0.896 i = 126 robot_pose.angle = 0
obstacle_x 0.541032 obstacle_y -0.717973  x = 0 y = 0 get_d_a = 0.899 i = 127 robot_pose.angle = 0
obstacle_x 0.560252 obstacle_y -0.71709  x = 0 y = 0 get_d_a = 0.91 i = 128 robot_pose.angle = 0
obstacle_x 0.576458 obstacle_y -0.711866  x = 0 y = 0 get_d_a = 0.916 i = 129 robot_pose.angle = 0
obstacle_x 0.610648 obstacle_y -0.727742  x = 0 y = 0 get_d_a = 0.95 i = 130 robot_pose.angle = 0
obstacle_x 0.804347 obstacle_y -0.674927  x = 0 y = 0 get_d_a = 1.05 i = 140 robot_pose.angle = 0
obstacle_x 0.824552 obstacle_y -0.667709  x = 0 y = 0 get_d_a = 1.061 i = 141 robot_pose.angle = 0
obstacle_x 0.85184 obstacle_y -0.66553  x = 0 y = 0 get_d_a = 1.081 i = 142 robot_pose.angle = 0
obstacle_x 0.871311 obstacle_y -0.65658  x = 0 y = 0 get_d_a = 1.091 i = 143 robot_pose.angle = 0
obstacle_x 0.906099 obstacle_y -0.658319  x = 0 y = 0 get_d_a = 1.12 i = 144 robot_pose.angle = 0
obstacle_x 0.923184 obstacle_y -0.646421  x = 0 y = 0 get_d_a = 1.127 i = 145 robot_pose.angle = 0
obstacle_x 0.958368 obstacle_y -0.646427  x = 0 y = 0 get_d_a = 1.156 i = 146 robot_pose.angle = 0
obstacle_x 0.980406 obstacle_y -0.636683  x = 0 y = 0 get_d_a = 1.169 i = 147 robot_pose.angle = 0
obstacle_x 1.01681 obstacle_y -0.635373  x = 0 y = 0 get_d_a = 1.199 i = 148 robot_pose.angle = 0
obstacle_x 1.03974 obstacle_y -0.624741  x = 0 y = 0 get_d_a = 1.213 i = 149 robot_pose.angle = 0
obstacle_x 1.07907 obstacle_y -0.623  x = 0 y = 0 get_d_a = 1.246 i = 150 robot_pose.angle = 0
obstacle_x 1.10552 obstacle_y -0.612799  x = 0 y = 0 get_d_a = 1.264 i = 151 robot_pose.angle = 0
obstacle_x 1.14871 obstacle_y -0.610782  x = 0 y = 0 get_d_a = 1.301 i = 152 robot_pose.angle = 0
obstacle_x 1.18949 obstacle_y -0.606077  x = 0 y = 0 get_d_a = 1.335 i = 153 robot_pose.angle = 0
obstacle_x 1.21966 obstacle_y -0.59487  x = 0 y = 0 get_d_a = 1.357 i = 154 robot_pose.angle = 0
obstacle_x 1.2643 obstacle_y -0.589552  x = 0 y = 0 get_d_a = 1.395 i = 155 robot_pose.angle = 0
obstacle_x 1.29815 obstacle_y -0.577973  x = 0 y = 0 get_d_a = 1.421 i = 156 robot_pose.angle = 0
obstacle_x 1.35222 obstacle_y -0.573984  x = 0 y = 0 get_d_a = 1.469 i = 157 robot_pose.angle = 0
obstacle_x 1.38614 obstacle_y -0.560037  x = 0 y = 0 get_d_a = 1.495 i = 158 robot_pose.angle = 0
obstacle_x 1.44705 obstacle_y -0.55547  x = 0 y = 0 get_d_a = 1.55 i = 159 robot_pose.angle = 0
obstacle_x 1.47626 obstacle_y -0.537314  x = 0 y = 0 get_d_a = 1.571 i = 160 robot_pose.angle = 0
obstacle_x 1.33507 obstacle_y -0.459702  x = 0 y = 0 get_d_a = 1.412 i = 161 robot_pose.angle = 0
