section	Arc	ahead											
section	amcl_linear_Y_ahead												
W_X	11.4524	W_Y	0.00938979	A	175.792All_adjust1		0.00865803	flag_plus	0	OX	11.9	O_Y	-0.226762
W_X	11.4292	W_Y	0.0114232	A	175.803All_adjust1		-0.000232895	flag_plus	0	OX	11.5809	O_Y	-0.208877
W_X	11.4047	W_Y	0.0132248	A	175.803All_adjust1		0.0022534	flag_plus	0	OX	11.5564	O_Y	-0.206862
W_X	11.3801	W_Y	0.0150263	A	175.803All_adjust1		0.0025422	flag_plus	0	OX	11.5319	O_Y	-0.204847
W_X	11.3556	W_Y	0.0168279	A	175.803All_adjust1		0.00281244	flag_plus	0	OX	11.5073	O_Y	-0.202832
W_X	11.3299	W_Y	0.0187098	A	175.803All_adjust1		0.00311401	flag_plus	0	OX	11.4817	O_Y	-0.200727
W_X	11.3037	W_Y	0.0206321	A	175.803All_adjust1		0.00340559	flag_plus	0	OX	11.4555	O_Y	-0.198577
W_X	11.277	W_Y	0.0225937	A	175.803All_adjust1		0.00370607	flag_plus	0	OX	11.4288	O_Y	-0.196383
W_X	11.2499	W_Y	0.0221734	A	175.861All_adjust1		0.00306819	flag_plus	0	OX	11.401	O_Y	-0.194099
W_X	11.2237	W_Y	0.0155116	A	176.064All_adjust1		0.000761556	flag_plus	0	OX	11.3726	O_Y	-0.19177
W_X	11.1939	W_Y	0.016308	A	176.093All_adjust1		0.00317029	flag_plus	0	OX	11.3426	O_Y	-0.189306
W_X	11.1639	W_Y	0.0183583	A	176.093All_adjust1		0.00318208	flag_plus	0	OX	11.3127	O_Y	-0.186844
W_X	11.1339	W_Y	0.0204085	A	176.093All_adjust1		0.0033893	flag_plus	0	OX	11.2827	O_Y	-0.184381
W_X	11.0706	W_Y	0.0247323	A	176.093All_adjust1		0.00458353	flag_plus	0	OX	11.2194	O_Y	-0.179186
W_X	11.0384	W_Y	0.0269314	A	176.315All_adjust1		0.00422159	flag_plus	0	OX	11.1873	O_Y	-0.176545
W_X	11.0057	W_Y	0.0290408	A	176.315All_adjust1		0.00468645	flag_plus	0	OX	11.1545	O_Y	-0.173985
W_X	10.9718	W_Y	0.0312208	A	176.315All_adjust1		0.00503758	flag_plus	0	OX	11.1207	O_Y	-0.171339
W_X	10.9409	W_Y	0.0280787	A	176.512All_adjust1		0.00328329	flag_plus	0	OX	11.0864	O_Y	-0.168652
