section	Arc	ahead											
section	amcl_linear_Y_ahead												
W_X	11.2593	W_Y	-0.0113949	A	-177.393All_adjust1		0.05	flag_plus	0	OX	11.8385	O_Y	0.236172
W_X	11.2347	W_Y	-0.0125148	A	-177.393All_adjust1		-0.0271132	flag_plus	0	OX	11.5699	O_Y	0.202207
W_X	11.2101	W_Y	-0.0136346	A	-177.393All_adjust1		-0.00226914	flag_plus	0	OX	11.5455	O_Y	0.199351
W_X	11.1855	W_Y	-0.0147544	A	-177.393All_adjust1		-0.00243714	flag_plus	0	OX	11.521	O_Y	0.196495
W_X	11.1598	W_Y	-0.0159239	A	-176.866All_adjust1		-0.00263043	flag_plus	0	OX	11.4955	O_Y	0.193513
W_X	11.1342	W_Y	-0.0173293	A	-176.34All_adjust1		-0.00291821	flag_plus	0	OX	11.47	O_Y	0.190296
W_X	11.0817	W_Y	-0.0206818	A	-176.34All_adjust1		-0.0040843	flag_plus	0	OX	11.418	O_Y	0.183246
W_X	11.0545	W_Y	-0.0224272	A	-176.03All_adjust1		-0.00345606	flag_plus	0	OX	11.3909	O_Y	0.179576
W_X	11.0261	W_Y	-0.0243974	A	-176.241All_adjust1		-0.00408957	flag_plus	0	OX	11.3627	O_Y	0.175603
W_X	10.9971	W_Y	-0.0277843	A	-176.194All_adjust1		-0.00507173	flag_plus	0	OX	11.3345	O_Y	0.171736
W_X	10.9661	W_Y	-0.0309948	A	-176.158All_adjust1		-0.00526309	flag_plus	0	OX	11.3042	O_Y	0.167571
W_X	10.9355	W_Y	-0.0330473	A	-176.158All_adjust1		-0.00518233	flag_plus	0	OX	11.2738	O_Y	0.163406
W_X	10.8722	W_Y	-0.0372992	A	-176.158All_adjust1		-0.00679715	flag_plus	0	OX	11.211	O_Y	0.154779
W_X	10.8397	W_Y	-0.0394808	A	-176.48All_adjust1		-0.00602721	flag_plus	0	OX	11.1787	O_Y	0.150352
W_X	10.8064	W_Y	-0.0415299	A	-176.48All_adjust1		-0.00661812	flag_plus	0	OX	11.1456	O_Y	0.146001
W_X	10.7719	W_Y	-0.0436489	A	-176.48All_adjust1		-0.00698229	flag_plus	0	OX	11.1114	O_Y	0.141501
W_X	10.7371	W_Y	-0.0457949	A	-176.48All_adjust1		-0.00730278	flag_plus	0	OX	11.0768	O_Y	0.136944
W_X	10.7024	W_Y	-0.0485826	A	-176.414All_adjust1		-0.0079476	flag_plus	0	OX	11.041	O_Y	0.132236
W_X	10.6681	W_Y	-0.051931	A	-176.3All_adjust1		-0.00854906	flag_plus	0	OX	11.0046	O_Y	0.127456
W_X	10.6304	W_Y	-0.054368	A	-176.3All_adjust1		-0.00849674	flag_plus	0	OX	10.9672	O_Y	0.122533
W_X	10.5922	W_Y	-0.0568394	A	-176.3All_adjust1		-0.00902573	flag_plus	0	OX	10.9292	O_Y	0.117539
W_X	10.5529	W_Y	-0.0593812	A	-176.46All_adjust1		-0.00942677	flag_plus	0	OX	10.8902	O_Y	0.112403
W_X	10.5131	W_Y	-0.0618465	A	-176.64All_adjust1		-0.00975781	flag_plus	0	OX	10.8506	O_Y	0.107307
W_X	10.4732	W_Y	-0.0664367	A	-176.593All_adjust1		-0.0112235	flag_plus	0	OX	10.8109	O_Y	0.102335
W_X	10.4306	W_Y	-0.0698563	A	-176.575All_adjust1		-0.0109751	flag_plus	0	OX	10.7686	O_Y	0.0970231
W_X	10.388	W_Y	-0.0724053	A	-176.575All_adjust1		-0.0112313	flag_plus	0	OX	10.7263	O_Y	0.0917108
W_X	10.3018	W_Y	-0.077569	A	-176.253All_adjust1		-0.0130864	flag_plus	0	OX	10.6405	O_Y	0.0809494
W_X	10.2581	W_Y	-0.0804292	A	-176.253All_adjust1		-0.0122679	flag_plus	0	OX	10.5971	O_Y	0.0752564
W_X	10.2133	W_Y	-0.083361	A	-176.463All_adjust1		-0.0131019	flag_plus	0	OX	10.5526	O_Y	0.0694209
W_X	10.1676	W_Y	-0.0863655	A	-176.622All_adjust1		-0.0135674	flag_plus	0	OX	10.5071	O_Y	0.0636106
W_X	10.1232	W_Y	-0.0908141	A	-176.706All_adjust1		-0.0147429	flag_plus	0	OX	10.4615	O_Y	0.057933
W_X	10.0778	W_Y	-0.0940769	A	-176.678All_adjust1		-0.0145744	flag_plus	0	OX	10.4159	O_Y	0.0523882
W_X	9.98275	W_Y	-0.0995926	A	-176.678All_adjust1		-0.0164025	flag_plus	0	OX	10.3214	O_Y	0.0409032
section	back	liner											
W_X	9.29472	W_Y	-0.140457	A	-177.353All_adjust1		-0.0348971	flag_plus	0	OX	10.2252	O_Y	0.0292125
W_X	9.24596	W_Y	-0.145336	A	-177.744All_adjust1		-0.0170185	flag_plus	0	OX	9.58931	O_Y	-0.0429161
W_X	9.19673	W_Y	-0.147275	A	-177.744All_adjust1		-0.0220088	flag_plus	0	OX	9.5403	O_Y	-0.047856
